,Ticker,longName,industry,sector,country,website,fullTimeEmployees,longBusinessSummary,marketCap,dividendYield,trailingPE,forwardPE,beta,profitMargins,revenueGrowth,totalRevenue,grossMargins,ebitdaMargins,operatingMargins,netIncomeToCommon,trailingEps,forwardEps,pegRatio,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,freeCashflow,recommendationMean
364,PARA,Paramount Global,Entertainment,Communication Services,United States,https://www.paramount.com,21900.0,"Paramount Global operates as a media, streaming, and entertainment company worldwide. It operates through TV Media, Direct-to-Consumer, and Filmed Entertainment segments. The TV Media segment operates CBS Television Network, a domestic broadcast television network; CBS Stations, a television station; and international free-to-air networks comprising Network 10, Channel 5, Telefe, and Chilevisión; domestic premium and basic cable networks, such as Paramount+ with Showtime, MTV, Comedy Central, Paramount Network, The Smithsonian Channel, Nickelodeon, BET Media Group, and CBS Sports Network; and international extensions of these brands. This segment also offers domestic and international television studio operations, including CBS Studios, Paramount Television Studios, and Showtime/MTV Entertainment Studios; CBS Media Ventures, which produces and distributes first-run syndicated programming; and digital properties consisting of CBS News Streaming and CBS Sports HQ. The Direct-to-Consumer segment provides a portfolio of domestic and international pay and free streaming services, including Paramount+, Pluto TV, BET+, and Noggin. The Filmed Entertainment segment produces and acquires films, series, and short-form content for release and licensing around the world, including in theaters, on streaming services, on television, through digital home entertainment, and DVDs/Blu-rays; and operates a portfolio consisting of Paramount Pictures, Paramount Players, Paramount Animation, Nickelodeon Studio, Awesomeness, and Miramax. It also offers production, distribution, and advertising solutions. The company was formerly known as ViacomCBS Inc. and changed its name to Paramount Global in February 2022. The company was founded in 1914 and is headquartered in New York, New York. Paramount Global is a subsidiary of National Amusements, Inc.",7743524352.0,0.0173,,7.433919,1.767,-0.17623,-0.105,29269000192.0,0.34303,0.101780005,0.10729,-5768000000.0,-8.74,1.48,0.16,92.889,1.297,0.984,2315000064.0,15740999680.0,15854874624.0,3.3
365,PH,Parker-Hannifin Corporation,Specialty Industrial Machinery,Industrials,United States,https://www.phstock.com,61120.0,"Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for various mobile, industrial, and aerospace markets worldwide. The company operates through two segments: Diversified Industrial and Aerospace Systems. The Diversified Industrial segment offers various motion-control systems and components, such as active and passive vibration control, high purity sealing, coatings, high temperature sealing, cryogenic valves and fittings, HVAC/R controls and monitoring, elastomeric, fabric reinforced, metal, precision cut seals, hydrogen and natural gas filters, electric and hydraulic pumps and motors, industrial air, gas filtration, electric and hydraulic valves, miniature pumps and valves, electromagnetic interface shielding, pneumatic actuators, regulators and valves, electromechanical and hydraulic actuators, power take offs, electronics, drives and controllers, process filtration solutions, engine filtration solutions, rubber to substrate adhesives, fluid condition monitoring, sensors and diagnostics, fluid conveyance hose and tubing, structural adhesives, high pressure connectors, fittings, valves and regulators, thermal management, high purity fittings. The Aerospace Systems segment offers products for use in commercial and defense airframe and engine programs, such as avionics, electric & hydraulic braking systems, electric power, electromechanical actuators, engine exhaust systems and components, fire detection and suppression, flight control systems, fluid conveyance, fuel systems & components, fuel tank inerting systems, hydraulic pumps & motors, hydraulic valves & actuators, pneumatics, seals, sensors, and thermal management products. The company sells its products to original equipment manufacturers, distributors, direct-sales employees, and sales representatives. Parker-Hannifin Corporation was founded in 1917 and is headquartered in Cleveland, Ohio.",89290489856.0,0.0095,31.232779,23.546505,1.432,0.14468999,0.012,19986102272.0,0.36105,0.24827999,0.201,2891808000.0,22.21,29.46,2.92,78.976,0.959,0.472,371068000.0,10188915712.0,2474309632.0,2.0
366,PAYX,"Paychex, Inc.",Software - Application,Technology,United States,https://www.paychex.com,16000.0,"Paychex, Inc., together with its subsidiaries, provides integrated human capital management solutions (HCM) for payroll, benefits, human resources (HR), and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including integrated HCM technology solutions and HR advisory services through both virtual and on-site availability of a professionally trained HR representative, as well as HR support to non-payroll clients through its HR Partner Plus solution; and retirement services administration, such as plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",53345882112.0,0.026700001,31.604479,28.01985,0.987,0.31983998,0.025,5310799872.0,0.71773005,0.44415,0.41464,1698599936.0,4.69,5.29,4.24,22.517,1.378,0.599,1498000000.0,867000000.0,1181175040.0,3.1
367,PAYC,"Paycom Software, Inc.",Software - Application,Technology,United States,https://www.paycom.com,7308.0,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States. It offers functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement. The company's HCM solution provides a suite of applications in the areas of talent acquisition, including applicant tracking, candidate tracker, background checks, on-boarding, e-verify, and tax credit services; and time and labor management, such as time and attendance, scheduling, time-off requests, labor allocation, labor management reports/push reporting, geofencing/geotracking, and Microfence, a proprietary Bluetooth. Its HCM solution also offers payroll applications comprising better employee transaction interface, payroll and tax management, payroll card, Everyday, Paycom pay, Client Action Center, expense management, mileage tracker/fixed and variable rates, garnishment administration, and GL concierge applications; and talent management applications that include employee self-service, compensation budgeting, performance management, position management, and Paycom learning, as well as my analytics. In addition, its HCM solution provides manager on-the-go that gives supervisors and managers the ability to perform a variety of tasks, such as approving time-off requests and expense reimbursements; direct data exchange; ask here, a tool for direct line of communication to ask work-related questions; document and checklist; government and compliance; benefits administration/benefits to carrier; benefit enrollment service; COBRA administration; personnel action and performance discussion forms; surveys; 401(k) reporting; report center; and affordable care act applications, as well as Clue, which securely collects, tracks, and manages the vaccination and testing data of the workforce. Paycom Software, Inc. was founded in 1998 and is based in Oklahoma City, Oklahoma.",13093886976.0,0.0066000004,27.29327,26.041285,1.139,0.25779,0.112,1823922048.0,0.85616994,0.36613,0.23206,470192000.0,8.32,8.72,3.32,5.516,1.192,0.215,325756992.0,80784000.0,289266496.0,2.8
368,PYPL,"PayPal Holdings, Inc.",Credit Services,Financial Services,United States,https://www.paypal.com,27200.0,"PayPal Holdings, Inc. operates a technology platform that enables digital payments on behalf of merchants and consumers worldwide. It operates a two-sided network at scale that connects merchants and consumers that enables its customers to connect, transact, and send and receive payments through online and in person, as well as transfer and withdraw funds using various funding sources, such as bank accounts, PayPal or Venmo account balance, PayPal and Venmo branded credit products comprising its installment products, credit and debit cards, and cryptocurrencies, as well as other stored value products, including gift cards and eligible rewards. The company provides payment solutions under the PayPal, PayPal Credit, Braintree, Venmo, Xoom, Zettle, Hyperwallet, Honey, and Paidy names. The company was founded in 1998 and is headquartered in San Jose, California.",82895020032.0,,19.781101,16.97844,1.436,0.14076,0.058,31456999424.0,0.40096,0.19458,0.18185,4428000256.0,4.18,4.87,1.47,65.718,1.247,0.261,11918999552.0,13258000384.0,3762625024.0,2.4
369,PNR,Pentair plc,Specialty Industrial Machinery,Industrials,United Kingdom,https://www.pentair.com,10500.0,"Pentair plc provides various water solutions in the United States, Western Europe, China, Eastern Europe, Latin America, the Middle East, Southeast Asia, Australia, Canada, and Japan. The company operates through three segments: Flow, Water Solutions, and Pool. The Flow segment designs, manufactures, and sells fluid treatment and pump products and systems, including pressure vessels, gas recovery solutions, membrane bioreactors, wastewater reuse systems and advanced membrane filtration, separation systems, water disposal pumps, water supply pumps, fluid transfer pumps, turbine pumps, solid handling pumps, and agricultural spray nozzles for fluid delivery, ion exchange, desalination, food and beverage, separation technologies in the oil and gas industry, residential and municipal wells, water treatment, wastewater solids handling, pressure boosting, circulation and transfer, fire suppression, flood control, agricultural irrigation, and crop spray in residential, commercial, and industrial markets. The Water Solutions segment provides commercial and residential water treatment products and systems, including pressure tanks, control valves, activated carbon products, commercial ice machines, conventional filtration products, and point-of-entry and point-of-use water treatment systems, as well as installation and preventative services for use in residential whole home water filtration, drinking water filtration, and water softening solutions, as well as commercial total water management and filtration in foodservice operations. The Pool segment provides residential and commercial pool equipment and accessories comprising pumps, filters, heaters, lights, automatic controls, automatic cleaners, maintenance equipment, and pool accessories for applications in residential and commercial pool maintenance, pool repair, renovation, service, and construction and aquaculture solutions. Pentair plc was founded in 1966 and is headquartered in London, the United Kingdom.",17217898496.0,0.0089,26.05125,21.485567,1.189,0.16290002,-0.015,4094500096.0,0.38723,0.23903,0.21039,667299968.0,4.0,4.85,1.68,49.774,1.603,0.828,218100000.0,1741500032.0,572000000.0,2.2
370,PEP,"PepsiCo, Inc.",Beverages - Non-Alcoholic,Consumer Defensive,United States,https://www.pepsico.com,318000.0,"PepsiCo, Inc. engages in the manufacture, marketing, distribution, and sale of various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products, as well as distributes alcoholic beverages under Hard MTN Dew brand. The company offers its products primarily under the Lay's, Doritos, Fritos, Tostitos, BaiCaoWei, Cheetos, Cap'n Crunch, Life, Pearl Milling Company, Gatorade, Pepsi-Cola, Mountain Dew, Quaker, Rice-A-Roni, Aquafina, Bubly, Emperador, Diet Mountain Dew, Diet Pepsi, Gatorade Zero, Crush, Propel, Dr Pepper, Schweppes, Marias Gamesa, Ruffles, Sabritas, Saladitas, Tostitos, 7UP, Diet 7UP, H2oh!, Manzanita Sol, Mirinda, Pepsi Black, Pepsi Max, San Carlos, Toddy, Walkers, Chipsy, Kurkure, Sasko, Spekko, White Star, Smith's, Sting, SodaStream, Lubimyj Sad, Agusha, Chudo, Domik v Derevne, Lipton, and other brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is based in Purchase, New York.",227146661888.0,0.033,24.454948,19.18424,0.542,0.1018,-0.006,91919998976.0,0.54883,0.184,0.18011,9356999680.0,6.77,8.63,3.13,229.605,0.886,0.664,8050999808.0,45013999616.0,6066874880.0,2.5
371,PFE,Pfizer Inc.,Drug Manufacturers - General,Healthcare,United States,https://www.pfizer.com,88000.0,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products in the United States, Europe, and internationally. The company offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic, migraine, and women's health under the Eliquis, Nurtec ODT/Vydura, Zavzpret, and the Premarin family brands; infectious diseases with unmet medical needs under the Prevnar family, Abrysvo, Nimenrix, FSME/IMMUN-TicoVac, and Trumenba brands; and COVID-19 prevention and treatment, and potential future mRNA and antiviral products under the Comirnaty and Paxlovid brands. It also provides medicines and vaccines in various therapeutic areas, such as biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Litfulo, Velsipity, and Cibinqo brands; amyloidosis, hemophilia, endocrine diseases, and sickle cell disease under the Vyndaqel family, Oxbryta, BeneFIX, Somavert, Ngenla, and Genotropin brands; sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zavicefta, Zithromax, and Panzyga brands; and biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Inlyta, Bosulif, Mektovi, Padcev, Adcetris, Talzenna, Tukysa, Elrexfio, Tivdak, Lorbrena, and Braftovi brands. In addition, the company involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, individual provider offices, retail pharmacies, and integrated delivery systems. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Merck KGaA; and BioNTech SE, as well as has strategic clinical collaboration with Acepodia Inc. for the development of antibody-cell conjugation-based cell therapies in autoimmune diseases. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.",152019271680.0,0.0612,35.7672,9.155426,0.615,0.071609996,0.312,59375001600.0,0.69778997,0.30932,0.32987,4273999872.0,0.75,2.93,0.49,73.408,1.0,0.64,9953000448.0,67945000960.0,11420749824.0,2.4
372,PCG,PG&E Corporation,Utilities - Regulated Electric,Utilities,United States,https://www.pgecorp.com,28010.0,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. The company owns and operates interconnected transmission lines; electric transmission substations, distribution lines, transmission switching substations, and distribution substations; and natural gas transmission, storage, and distribution system consisting of distribution pipelines, backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. PG&E Corporation was incorporated in 1905 and is based in Oakland, California.",53731135488.0,0.002,16.050781,13.881757,,0.110640004,0.009,24828999680.0,0.38387,0.37396,0.20906,2747000064.0,1.28,1.48,1.56,221.631,1.039,0.804,895000000.0,60031000576.0,-7413499904.0,2.0
373,PM,Philip Morris International Inc.,Tobacco,Consumer Defensive,United States,https://www.pmi.com,82700.0,"Philip Morris International Inc. operates as a tobacco company working to delivers a smoke-free future and evolving portfolio for the long-term to include products outside of the tobacco and nicotine sector. The company's product portfolio primarily consists of cigarettes and smoke-free products, including heat-not-burn, vapor, and oral nicotine products primarily under the IQOS and ZYN brands; and consumer accessories, such as lighters and matches. It also offers wellness and healthcare products. Philip Morris International Inc. was incorporated in 1987 and is headquartered in Stamford, Connecticut.",195628548096.0,0.0436,19.971413,17.474987,0.56,0.26417,0.084,37219000320.0,0.64075,0.41111,0.43425998,9804999680.0,6.3,7.2,1.91,,0.89,0.404,4257999872.0,49271001088.0,9205749760.0,2.0
374,PSX,Phillips 66,Oil & Gas Refining & Marketing,Energy,United States,https://www.phillips66.com,14000.0,"Phillips 66 operates as an energy manufacturing and logistics company in the United States, the United Kingdom, Germany, and internationally. It operates through four segments: Midstream, Chemicals, Refining, and Marketing and Specialties (M&S). The Midstream segment transports crude oil and other feedstocks; delivers refined petroleum products to market; provides terminaling and storage services for crude oil and refined petroleum products; transports, stores, fractionates, exports, and markets natural gas liquids; provides other fee-based processing services; and gathers, processes, transports, and markets natural gas. The Chemicals segment produces and markets ethylene and other olefin products; aromatics and styrenics products, such as benzene, cyclohexane, styrene, and polystyrene; and various specialty chemical products, including organosulfur chemicals, solvents, catalysts, and chemicals used in drilling and mining. The Refining segment refines crude oil and other feedstocks into petroleum products, such as gasolines, distillates, aviation, and renewable. The M&S segment purchases for resale and markets refined petroleum products, including gasolines, distillates, and aviation fuels. This segment also manufactures and markets specialty products, such as base oils and lubricants. Phillips 66 was founded in 1875 and is headquartered in Houston, Texas.",51873484800.0,0.0363,16.041508,12.962334,1.319,0.0228,-0.104,147738001408.0,0.09941,0.037720002,0.00183,3358000128.0,7.83,9.69,-2.36,67.143,1.213,0.759,1636999936.0,19997999104.0,921124992.0,2.1
375,PNW,Pinnacle West Capital Corporation,Utilities - Regulated Electric,Utilities,United States,https://www.pinnaclewest.com,6133.0,"Pinnacle West Capital Corporation, through its subsidiary, provides retail and wholesale electric services primarily in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities include overhead lines and underground lines; and distribution facilities consist of overhead lines and underground primary cables. The company also owns and maintains transmission and distribution substations; and owns energy storage facilities. Pinnacle West Capital Corporation was incorporated in 1985 and is headquartered in Phoenix, Arizona.",10331919360.0,0.0401,17.080828,19.252121,0.518,0.122609995,0.08,5021081088.0,0.41814,0.39396998,0.31613,615609984.0,5.32,4.72,2.51,168.24,0.708,0.354,49171000.0,11315955712.0,-297728992.0,2.2
376,PNC,"The PNC Financial Services Group, Inc.",Banks - Regional,Financial Services,United States,https://www.pnc.com,53749.0,"The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States. It operates through three segments: Retail Banking, Corporate & Institutional Banking, and Asset Management Group segments. The company's Retail Banking segment offers checking, savings, and money market accounts, as well as time deposit; residential mortgages, home equity loans and lines of credit, auto loans, credit cards, education loans, and personal and small business loans and lines of credit; and brokerage, insurance, and investment and cash management services. This segment serves consumer and small business customers through a network of branches, digital channels, ATMs, and through phone-based customer contact centers. Its Corporate & Institutional Banking segment provides secured and unsecured loans, letters of credit, and equipment leases; cash and investment management services, receivables and disbursement management services, funds transfer services, international payment services, and access to online/mobile information management and reporting; securities underwriting, loan syndications, customer-related trading, and mergers and acquisitions and equity capital markets advisory related services; and commercial loan servicing and technology solutions. It serves mid-sized and large corporations, and government and not-for-profit entities. The company's Asset Management Group segment offers investment and retirement planning, customized investment management, credit and cash management solutions, and trust management and administration services for high net worth and ultra high net worth individuals, and their families; and multi-generational family planning services for ultra high net worth individuals and their families. It also provides outsourced chief investment officer, custody, private real estate, cash and fixed income client solutions, and retirement plan fiduciary investment services for institutional clients. The company was founded in 1852 and is headquartered in Pittsburgh, Pennsylvania.",80675905536.0,0.0315,17.187235,13.545969,1.121,0.25107,0.017,20483999744.0,,,0.35884,4730999808.0,11.83,15.01,2.77,,,,9784999936.0,70428999680.0,,2.2
377,POOL,Pool Corporation,Industrial Distribution,Industrials,United States,https://www.poolcorp.com,6000.0,"Pool Corporation distributes swimming pool supplies, equipment, and related leisure products in the United States and internationally. The company offers maintenance products, including chemicals, supplies, and pool accessories; repair and replacement parts for pool equipment, such as cleaners, filters, heaters, pumps, and lights; and building materials, such as concrete, plumbing and electrical components, functional and decorative pool surfaces, decking materials, tiles, hardscapes, and natural stones for pool installations and remodeling. It also provides pool equipment and components for new pool construction and the remodeling of existing pools; irrigation and related products, such as irrigation system components, and professional turf care equipment and supplies; commercial products, including heaters, safety equipment, commercial decking equipment, and commercial pumps and filters. In addition, the company offers fiberglass pools, and hot tubs and packaged pool kits comprising walls, liners, braces, and coping for in-ground and above-ground pools; and other pool construction and recreational products comprising discretionary recreational and related outdoor living products, such as grills and components for outdoor kitchens. It serves swimming pool remodelers and builders; specialty retailers that sell swimming pool supplies; swimming pool repair and service businesses; irrigation construction and landscape maintenance contractors; and commercial pool operators and pool contractors. Pool Corporation was incorporated in 1993 and is headquartered in Covington, Louisiana.",14235039744.0,0.0128999995,32.080616,31.093933,1.008,0.084189996,-0.028,5326523904.0,0.29642,0.12755,0.12307999,446124000.0,11.66,12.03,-3.8,86.515,2.395,0.714,93252000.0,1239341952.0,464911744.0,2.5
378,PPG,"PPG Industries, Inc.",Specialty Chemicals,Basic Materials,United States,https://www.ppg.com,53000.0,"PPG Industries, Inc. manufactures and distributes paints, coatings, and specialty materials in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa. It operates through two segments, Performance Coatings and Industrial Coatings. The Performance Coatings segment offers coatings, solvents, adhesives, sealants, sundries, and software for automotive and commercial transport/fleet repair and refurbishing, light industrial coatings, and specialty coatings for signs; wood stains; paints, thermoplastics, pavement marking products, and other advanced technologies for pavement marking for government, commercial infrastructure, painting, and maintenance contractors; and coatings, sealants, transparencies, transparent armor, adhesives, engineered materials, and packaging and chemical management services for commercial, military, regional jet, and general aviation aircraft. The Industrial Coatings segment offers coatings, adhesives and sealants, and metal pretreatments, as well as services and coatings applications for appliances, agricultural and construction equipment, consumer electronics, automotive parts and accessories, building products, kitchenware, and transportation vehicles and other finished products; and on-site coatings services. It also provides coatings for metal cans, closures, plastic and aluminum tubes for food, beverage and personal care, promotional, and specialty packaging; amorphous precipitated silica for tire, battery separator, and other end-uses; TESLIN substrates for labels, e-passports, drivers' licenses, breathable membranes, and loyalty and identification cards; and organic light emitting diode materials, displays and lighting lens materials, optical lenses, color-change products, and photochromic dyes. PPG Industries, Inc. was incorporated in 1883 and is headquartered in Pittsburgh, Pennsylvania.",29269121024.0,0.0211,19.993662,14.255367,1.254,0.08242,-0.015,18030000128.0,0.42723,0.15918,0.13311,1486000000.0,6.31,8.85,1.91,91.282,1.584,0.998,1331000064.0,7277000192.0,1043875008.0,2.3
379,PPL,PPL Corporation,Utilities - Regulated Electric,Utilities,United States,https://www.pplweb.com,6629.0,"PPL Corporation, an energy company, focuses on providing electricity and natural gas to approximately 3.6 million customers in the United States. It operates through three segments: Kentucky Regulated, Pennsylvania Regulated, and Rhode Island Regulated. The company delivers electricity to customers in Pennsylvania, Kentucky, Virginia, and Rhode Island; delivers natural gas to customers in Kentucky and Rhode Island; and generates electricity from power plants in Kentucky. PPL Corporation was founded in 1920 and is headquartered in Allentown, Pennsylvania.",24260763648.0,0.0318,29.617117,17.964481,0.834,0.09949,0.011,8281999872.0,0.42466,0.39556,0.22167999,822000000.0,1.11,1.83,2.78,117.528,1.29,0.807,542000000.0,16561999872.0,-685124992.0,1.9
380,PFG,"Principal Financial Group, Inc.",Asset Management,Financial Services,United States,https://www.principal.com,19800.0,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Asset Management, and Benefits and Protection segments. The Retirement and Income Solutions segment provides retirement, and related financial products and services. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit plans, nonqualified executive benefit plans, employee stock ownership plans, equity compensation, and pension risk transfer services; individual retirement accounts; investment only products; and mutual funds, individual variable annuities, registered index-linked annuities, and bank products, as well as trust and custody services. The Principal Asset Management segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. It also offers pension accumulation products and services, mutual funds, asset management, income annuities, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, Asia, China, Hong Kong Special Administrative Region, and Southeast Asia. The Benefits and Protection segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as employees. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",19529771008.0,0.034,,10.116707,1.203,-0.01465,-0.345,14066499584.0,0.35688,-0.00107,-0.079629995,-206100000.0,-0.74,8.44,1.0,36.258,1.573,0.549,7088999936.0,4203500032.0,1036400000.0,2.9
381,PG,The Procter & Gamble Company,Household & Personal Products,Consumer Defensive,United States,https://www.pginvestor.com,108000.0,"The Procter & Gamble Company engages in the provision of branded consumer packaged goods worldwide. The company operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, SK-II, and Native brands. The Grooming segment provides blades and razors, shave products, appliances, and other grooming products under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, pain relief, rapid diagnostics, respiratory, vitamins/minerals/supplements, and other personal health care products under Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, and taped diapers and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. It sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The company was founded in 1837 and is headquartered in Cincinnati, Ohio.",391925760000.0,0.024600001,28.693102,22.428572,0.414,0.17063,-0.006,83905003520.0,0.51756,0.28651,0.27763999,14030999552.0,5.8,7.42,3.63,69.338,0.754,0.507,12156000256.0,36152999936.0,13264499712.0,2.3
382,PGR,The Progressive Corporation,Insurance - Property & Casualty,Financial Services,United States,https://www.progressive.com,61432.0,"The Progressive Corporation, an insurance holding company, provides personal and commercial auto, personal residential and commercial property, business related general liability, and other specialty property-casualty insurance products and related services in the United States. It operates in three segments: Personal Lines, Commercial Lines, and Property. The Personal Lines segment writes insurance for personal autos and recreational vehicles (RV). This segment's products include personal auto insurance; and special lines products, including insurance for motorcycles, ATVs, RVs, watercrafts, snowmobiles, and related products. The Commercial Lines segment provides auto-related liability and physical damage insurance, and business-related general liability and property insurance for autos, vans, and pick-up trucks used by small businesses, as well as non-fleet taxis, black-car services, and airport taxis; tractors, trailers, and straight trucks primarily used by regional general freight and expeditor-type businesses, and long-haul operators; dump trucks used by light contractors and heavy constructions; log trucks and garbage trucks used by dirt, sand and gravel, logging, garbage/debris removal, and coal-type businesses; and tow trucks and wreckers used in towing services and gas/service station businesses. The Property segment writes residential property insurance for homeowners, other property owners, and renters, as well as offers manufactured homes, personal umbrella insurance, and primary and excess flood insurance. The company offers policy issuance and claims adjusting services; acts as an agent to homeowners, general liability, workers' compensation insurance, and other products; and reinsurance services. It sells its products through independent insurance agencies, as well as through mobile applications and over the phone. The Progressive Corporation was founded in 1937 and is headquartered in Mayfield Village, Ohio.",152855920640.0,0.0016,18.962934,18.83971,0.366,0.112720005,0.267,71959396352.0,0.1521,0.15041,0.15293999,8083899904.0,13.76,13.85,0.4,25.375,0.309,0.227,892600000.0,6891800064.0,14565612544.0,2.1
383,PLD,"Prologis, Inc.",REIT - Industrial,Real Estate,United States,https://www.prologis.com,2574.0,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. At June 30, 2024, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 1.2 billion square feet (115 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 6,700 customers principally across two major categories: business-to-business and retail/online fulfillment.",106176700416.0,0.0336,34.63444,32.56818,1.094,0.37427,0.068,8239209984.0,0.75426,0.69655997,0.40980998,3077850880.0,3.31,3.52,-4.98,57.079,0.623,0.417,780870976.0,32914288640.0,5016193536.0,2.1
