Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
BHVN;7962588;USD;2020;FY;2020-12-31;2021-03-01;2022-02-25;35822511;35822511;-118761682;72164;162749000;8968781;;;;;-76130069;-45470000;-224410000;;-2703530;;257460000;0;152324116;-183496000
BHVN;7962588;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;35822511;35822511;-213326445;1395710;209135000;1665848;;;;;-145926086;-1718000;28270000;1882314;945905;;399223000;345626000;138691384;40112000
BICX;16682744;USD;2022;FY;2022-12-31;2023-03-31;2024-04-01;1447913;1447913;-4376832;27450;1729610;577549;;;;;-2042223;;;;;;775000;1250000;2025000;-17223
BICX;16682744;USD;2023;FY;2023-12-31;2024-04-01;2024-04-01;2697299;2697299;-3770490;26808;1174751;714265;;;;;-1854666;;;;;;936273;915000;1851273;-3393
BIG;49609;USD;2019;FY;2020-01-31;2020-03-31;2022-03-29;39244000;39351000;242464000;135686000;120904000;-160084000;;;;;338970000;-74462000;;;-74480000;-48421000;-154078000;-55147000;-257803000;6687000
BIG;49609;USD;2020;FY;2021-01-31;2021-03-30;2023-03-28;38233000;39067000;629191000;138848000;-241236000;-127454000;;;;;399349000;453038000;;;452987000;-46964000;-123440000;-175149000;-345501000;506835000
BIG;49609;USD;2021;FY;2022-01-31;2022-03-29;2024-04-18;38233000;39067000;177778000;143713000;329389000;-457118000;;;;;193762000;-159649000;;;-159686000;-41653000;-50856000;-446374000;-539910000;-505834000
BIG;49609;USD;2022;FY;2023-01-31;2023-03-28;2024-04-18;28860000;28860000;-210708000;156427000;271687000;-361692000;;;;;-144286000;-108917000;;;-108940000;-36997000;296164000;-11180000;244234000;-8992000
BIG;49609;USD;2023;FY;2024-01-31;2024-04-18;2024-04-18;29155000;29155000;-481876000;147177000;301307000;-218568000;;;;;-251960000;279536000;;;279511000;-9806000;2437000;-1583000;-25870000;1681000
BIGC;10656450;USD;2019;FY;2019-12-31;2020-02-26;2022-03-01;65843546;65843546;-42590000;2569000;4129000;-4077000;;;;;-39969000;-5579000;23450000;;17871000;;16450000;901000;17351000;-4747000
BIGC;10656450;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;39092000;39092000;-37560000;3084000;9013000;-1066000;;;;;-26529000;-1964000;;;-1964000;-12814000;13244000;239520000;239950000;211457000
BIGC;10656450;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;70933000;70933000;-76677000;6151000;29472000;754000;;;;;-40300000;-3304000;-102506000;-81067000;-186877000;;345000000;5881000;305274000;78097000
BIGC;10656450;USD;2022;FY;2022-12-31;2023-03-01;2024-02-29;73226000;73226000;-139919000;11421000;56299000;-17158000;;;;;-89357000;-5196000;-110634000;-696000;-116526000;;0;209000;209000;-205674000
BIGC;10656450;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;75143000;75143000;-64671000;12480000;44203000;-16255000;;;;;-24243000;-4179000;14886000;-7891000;2816000;;687000;3849000;1242000;-20185000
BIIB;71079;USD;2019;FY;2019-12-31;2020-02-06;2022-02-03;187100000;187400000;5888500000;464700000;462799999;262600000;68800000;-19200000;;213000000;7078599999;-669500000;754400000;179300000;470500000;;;-5868300000;-5860400000;1689099999
BIIB;71079;USD;2020;FY;2020-12-31;2021-02-03;2023-02-15;160900000;161300000;4060500000;457200000;-100700000;-187200000;;;;;4229800000;-476800000;901700000;;-608600000;;1467400000;-6679100000;-5272700000;-1651500000
BIIB;71079;USD;2021;FY;2021-12-31;2022-02-03;2024-02-14;148000000;148600000;1727600000;487700000;1570100000;-145500000;;;;;3639900000;-276900000;-403300000;28100000;-563700000;;-170000000;-1800000000;-2086200000;990000000
BIIB;71079;USD;2022;FY;2022-12-31;2023-02-15;2025-02-12;149100000;149600000;2961600000;518400000;-1224400000;-871300000;;;;;1384300000;342300000;222500000;-2900000;1576600000;;-1002200000;-750000000;-1747300000;1213600000
BIIB;71079;USD;2023;FY;2023-12-31;2024-02-14;2025-02-12;144700000;145600000;1161500000;494800000;535000000;-644100000;;;;;1547200000;-277000000;2240100000;-6960500000;-4101000000;;187300000;;149300000;-2404500000
BILL;1801461;USD;2019;FY;2019-06-30;2019-08-31;2021-08-30;101753000;105086000;-7314000;3154000;2886000;-2675000;;;;;-3949000;-2743000;-830622000;;-96106000;;75660000;1702000;491655000;391600000
BILL;1801461;USD;2020;FY;2020-06-30;2020-08-31;2022-08-22;101753000;105086000;-31091000;3233000;15990000;7438000;;;;;-4430000;-11437000;-1088611000;;-249487000;;2300000;237713000;863126000;609209000
BILL;1801461;USD;2021;FY;2021-06-30;2021-08-30;2023-08-29;101753000;105086000;-98720000;10102000;65357000;27884000;;;;;4623000;-18902000;-2070296000;-556090000;-1426890000;;1127079000;37073000;1639583000;217316000
BILL;1801461;USD;2022;FY;2022-06-30;2022-08-22;2024-08-23;101753000;101753000;-326361000;85138000;239365000;-16235000;;;;;-18093000;-5377000;-2801697000;-144349000;-1127302000;;557575000;1387995000;2878566000;1733022000
BILL;1801461;USD;2023;FY;2023-06-30;2023-08-29;2024-08-23;105976000;105976000;-223725000;91463000;329000000;-8970000;;;;;187768000;-7589000;-2749641000;-28902000;259285000;;60000000;-55864000;235110000;682125000
BIO;130356;USD;2019;FY;2019-12-31;2020-03-02;2022-02-11;29843000;30184000;;;457897000;;;;;;457897000;-89585000;-39918000;-79386000;-208889000;;2702000;-14887000;-22758000;228487000
BIO;130356;USD;2020;FY;2020-12-31;2021-02-16;2023-02-17;29768000;30160000;;;650216000;-65244000;;;;;584972000;-96254000;119601000;-96655000;-69894000;;-426938000;-79806000;-523041000;4464000
BIO;130356;USD;2021;FY;2021-12-31;2022-02-11;2024-02-16;29814000;30224000;;;804147000;-134683000;;;;;669464000;-133694000;-84731000;-125516000;-797381000;;-3020000;-29366000;-55429000;-195982000
BIO;130356;USD;2022;FY;2022-12-31;2023-02-17;2025-02-14;29785000;29785000;;;352700000;-158300000;;;;;194400000;-112700000;-994200000;-100700000;-1207600000;;1185700000;-198100000;973600000;-36600000
BIOF;15539307;USD;2020;FY;2020-12-31;2021-04-06;2022-02-25;229878617;229878617;-2181127;40124;913791;305766;;;;;-921446;-206315;;;-206315;;66330;1237380;1303710;175949
BIOF;15539307;USD;2021;FY;2021-12-31;2022-02-25;2023-03-31;269643759;269643759;-2139310;131715;191715;-569292;;;;;-2385172;-233132;;;-313210;;;3576467;3576467;878085
BIRD;12442260;USD;2020;FY;2020-12-31;2021-03-16;2023-03-10;7155991;7155991;-25860000;7088000;6045000;-21851000;;;;;-34578000;-14350000;-2000000;;-16281000;;0;102189000;102189000;52239000
BIRD;12442260;USD;2021;FY;2021-12-31;2022-03-16;2023-03-10;3465447;3465447;-45370000;9653000;22170000;-37303000;;;;;-50850000;-24181000;-250000;;-25636000;;-4691000;242843000;238152000;161325000
BIRD;12442260;USD;2022;FY;2022-12-31;2023-03-10;2024-03-13;7437721;7437721;-101354000;14679000;36740000;-40648000;;;;;-90583000;-31363000;;;-32292000;;-205000;3952000;3581000;-120809000
BIRD;12442260;USD;2023;FY;2023-12-31;2024-03-13;2024-03-13;7583622;7583622;-152458000;21005000;57404000;43827000;;;;;-30222000;-10870000;166000;2182000;-7712000;;;1221000;640000;-37094000
BIVI;11819222;USD;2019;FY;2019-06-30;2019-09-27;2020-08-07;2032;2032;-2444287;229377;165260;-451927;;;;;-2501577;;;;;;-244300;3040000;2795700;294123
BIVI;11819222;USD;2020;FY;2020-06-30;2020-08-06;2021-08-30;492950;492950;-16676768;229377;4833386;9985777;;;;;-1628228;;;;;;1325500;;1325500;-302728
BIVI;11819222;USD;2021;FY;2021-06-30;2021-08-30;2022-09-27;1240316;1240316;-130249204;229377;127827233;-8260453;;;;;-10453047;;;;;;-1385818;16313312;14927494;4474447
BIVI;11819222;USD;2022;FY;2022-06-30;2022-09-27;2023-08-16;2466256;2466256;-26084468;229377;7392829;-528588;;;;;-18990850;;;;;;14609915;18511009;33120924;14130074
BIVI;11819222;USD;2023;FY;2023-06-30;2023-08-16;2024-09-30;3248349;3248349;-50255815;229377;10043996;-270439;;;;;-40252881;;;;-14301135;;;55373183;55373183;819167
BIXT;15394180;USD;2019;FY;2019-12-31;2020-03-18;2021-04-09;87256959;100118229;-1858475;;1306857;120585;;;;;-431033;;;;;;544250;20000;564250;133217
BIXT;15394180;USD;2020;FY;2020-12-31;2021-04-09;2022-04-11;100136203;100118229;-2542527;;1180880;262655;;;;;-1098992;-10000;;;-10000;;31052;;981052;-127940
BIXT;15394180;USD;2021;FY;2021-12-31;2022-04-11;2023-03-31;106252116;106252116;-4528042;;934608;1896035;;;;;-1697399;-36931;;;-36931;;1165000;;1765000;30670
BJ;1234040;USD;2019;FY;2020-01-31;2020-03-19;2022-03-17;136090000;138428000;187176000;157000000;51715000;-40748000;;;;;355143000;-196901000;;;-175295000;-25000;-122239000;-56233000;-176790000;3058000
BJ;1234040;USD;2020;FY;2021-01-31;2021-03-19;2023-03-16;135709000;138663000;421030000;167454000;40781000;239281000;;;;;868546000;-218333000;;;-192440000;-25000;-576241000;-88218000;-662792000;13314000
BJ;1234040;USD;2021;FY;2022-01-31;2022-03-17;2024-03-18;135521000;138197000;426652000;180548000;66600000;157855000;;;;;831655000;-323591000;;;-304511000;-25000;-356178000;-175603000;-525226000;1918000
BJ;1234040;USD;2022;FY;2023-01-31;2023-03-16;2024-03-18;135386000;138045000;513177000;200934000;74430000;-376000;;;;;788165000;-397803000;;-376521000;-747058000;-25000;106785000;-163850000;-52628000;-11521000
BJRI;537369;USD;2019;FY;2019-12-31;2020-02-25;2022-02-25;20285000;20592000;45238000;72006000;37733000;-38978000;;;;;115999000;-78118000;;;-78118000;-10003000;48000000;-81694000;-44711000;-6830000
BJRI;537369;USD;2020;FY;2020-12-31;2021-03-01;2023-02-28;21162000;21162000;-57885000;73124000;26406000;-1104000;;;;;40541000;-35716000;;;-35716000;-150000;-26200000;52355000;24445000;29270000
BJRI;537369;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;23290000;23290000;-3606000;72753000;27595000;-32575000;;;;;64167000;-42168000;;;-42168000;;-66800000;33418000;-35136000;-13137000
BJRI;537369;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;23405000;23662000;4076000;70385000;33332000;-56771000;;;;;51022000;-71907000;;;-71907000;;10000000;-2385000;7231000;-13654000
BJRI;537369;USD;2023;FY;2023-12-31;2024-02-27;2024-02-27;23452000;23923000;19660000;70992000;40669000;-25516000;;;;;105805000;-98911000;;;-98911000;;8000000;-10124000;-2697000;4197000
BKCC;10656594;USD;2019;FY;2019-12-31;2020-03-04;2022-03-02;68836590;85830326;;;-83182836000;6403962000;;;;;-76778874000;;;;;-46970341000;125400000000;-469227000;77960432000;1181558000
BKCC;10656594;USD;2020;FY;2020-12-31;2021-03-03;2023-03-01;69801849;86795585;;;169768409;868720;;;;;170637129;;;;;-22755572;-135600000;-3627604;-161983176;8653953
BKD;732304;USD;2019;FY;2019-12-31;2020-02-19;2022-02-15;185907000;185907000;-268492000;383703000;51832000;49369000;;;;;216412000;-211357000;-52224000;-4843000;-225539000;;-105927000;-23955000;-139394000;-148521000
BKD;732304;USD;2020;FY;2020-12-31;2021-02-25;2023-02-22;183498000;184386000;81945000;365429000;-402859000;161134000;;;;;205649000;145445000;-103269000;-476275000;-425111000;;424240000;-18123000;382913000;163451000
BKD;732304;USD;2021;FY;2021-12-31;2022-02-15;2024-02-21;185317000;196230000;-99364000;344910000;-289686000;-50494000;;;;;-94634000;157349000;-9269000;-5436000;181457000;;-88609000;;-113657000;-26834000
BKD;732304;USD;2022;FY;2022-12-31;2023-02-22;2025-02-19;190463000;190463000;-238340000;353890000;-71004000;-41265000;;;;;3281000;-192271000;135083000;-6222000;-67429000;;-26926000;;100382000;36234000
BKD;732304;USD;2023;FY;2023-12-31;2024-02-21;2025-02-19;225209000;225209000;-189070000;350408000;-39062000;40647000;;;;;162923000;-149679000;22624000;-8163000;-113364000;;-161693000;;-174439000;-124880000
BKE;196385;USD;2019;FY;2020-01-31;2020-04-01;2022-03-30;48587000;48813000;104429000;23789000;2282000;165000;;;;;130665000;-7309000;41896000;;34755000;-112854000;;-68000;-112922000;52498000
BKE;196385;USD;2020;FY;2021-01-31;2021-03-31;2023-03-29;48755000;49013000;130139000;20863000;5152000;71266000;;;;;227420000;-7546000;6716000;;-768000;-128460000;;-372000;-128832000;97820000
BKE;196385;USD;2021;FY;2022-01-31;2022-03-30;2024-04-03;48755000;49013000;254820000;18689000;8897000;29348000;;;;;311754000;-18146000;-10599000;;-28775000;-347798000;;;-347798000;-64819000
BKE;196385;USD;2022;FY;2023-01-31;2023-03-29;2024-04-03;49269000;49631000;254626000;18855000;13487000;-44586000;;;;;242382000;-30360000;-11009000;;-41399000;-202876000;;;-202876000;-1893000
BKE;196385;USD;2023;FY;2024-01-31;2024-04-03;2024-04-03;49582000;49955000;219919000;20830000;13672000;223000;;;;;254644000;-37270000;-4474000;;-41770000;-196738000;;;-196738000;16136000
BKH;253495;USD;2019;FY;2019-12-31;2020-02-18;2020-02-18;39059000;39761000;46902000;41322000;4069000;-14554000;;;;;77739000;-122833000;;;-121740000;;;;43895000;-106000
BKI;889703;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;147700000;148600000;108800000;236200000;124000000;-90700000;;;;;378300000;-22400000;;-52800000;-551000000;;196200000;-11900000;167800000;-4900000
BKI;889703;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;152000000;152900000;245800000;270700000;-44900000;-56200000;;;;;415400000;-23900000;;-1984400000;-2089200000;;673000000;484600000;1693100000;19300000
BKI;889703;USD;2021;FY;2021-12-31;2022-02-25;2023-02-28;155200000;156200000;179900000;365000000;28500000;-123500000;;;;;449900000;-28500000;;-312600000;-429800000;;209900000;-146700000;22300000;42400000
BKI;889703;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;154400000;155600000;450000000;369600000;-408000000;-159900000;;;;;251700000;-27200000;;;-124300000;;260200000;;-192300000;-64900000
BKKT;12444463;USD;2020;FY;2020-12-31;2021-02-23;2022-03-31;1998778;1998778;-79605000;7973000;29927000;10765000;;;;;-30940000;;;10652000;-7929000;;37487000;;37487000;-1191000
BKKT;12444463;USD;2021;FY;2021-12-31;2022-03-31;2023-03-24;2286576;2286576;-164827000;5422000;136843000;-60825000;;;;;-83387000;;;30837000;27259000;;36713000;-84530000;256925000;200490000
BKNG;261036;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;43082000;43509000;4865000000;469000000;72000000;-541000000;;;;;4865000000;-368000000;7427000000;-9000000;7050000000;;-25000000;-8187000000;-8220000000;3687000000
BKNG;261036;USD;2020;FY;2020-12-31;2021-02-24;2023-02-23;40974000;41160000;59000000;458000000;588000000;-1020000000;;;;;85000000;-286000000;2923000000;;2637000000;;2864000000;-1303000000;1528000000;4250000000
BKNG;261036;USD;2021;FY;2021-12-31;2022-02-23;2024-02-22;41068000;41342000;1165000000;421000000;965000000;269000000;;;;;2820000000;-304000000;491000000;-1185000000;-998000000;;-1053000000;-158000000;-1239000000;570000000
BKNG;261036;USD;2022;FY;2022-12-31;2023-02-23;2025-02-20;39872000;40052000;3058000000;451000000;1250000000;2273000000;;;;;7032000000;-368000000;-736000000;;-1597000000;;1741000000;-6614000000;-4296000000;1099000000
BKNG;261036;USD;2023;FY;2023-12-31;2024-02-22;2025-02-20;36140000;36530000;4289000000;504000000;842000000;1567000000;;;;;7202000000;-345000000;1828000000;;1628000000;;1393000000;-10243000000;-8909000000;-116000000
BKR;679135;USD;2019;FY;2019-12-31;2020-02-13;2022-02-11;555000000;557000000;271000000;1418000000;296000000;141000000;;;;;2126000000;-976000000;;-99000000;-1045000000;-395000000;-587000000;;-1534000000;-474000000
BKR;679135;USD;2020;FY;2020-12-31;2021-02-25;2023-02-14;675000000;675000000;-15761000000;1317000000;15355000000;393000000;;;;;1304000000;-787000000;;130000000;-618000000;-488000000;991000000;;225000000;883000000
BKR;679135;USD;2021;FY;2021-12-31;2022-02-11;2024-02-05;675000000;675000000;-330000000;1105000000;1190000000;409000000;;;;;2374000000;-541000000;147000000;-17000000;-463000000;-592000000;-895000000;-434000000;-2143000000;-279000000
